UserName,Date,"Star rating","Review Comment",Link
"Andrea Nisly","August 04, 2017",,"and yet, in the end, it still feels like a Gatorade ad",
7Earthsky,"August 04, 2017",,"How do you get rid of those stupid banners going across the controls of the video screen?",
"james carney","August 04, 2017",,"Because Morgan Freeman😁👍",
"Laptop M","August 04, 2017",,"you are worth it , no matter what you do or what you know, some people loose what they had or can,t do what they where doing, it does not change your value as a person, i miss this in this video. it is good , very good indeed to keep on going and doing things and making goals in life , but do not get a heart attack because you overdone it",
paouvous,"August 04, 2017",,"What if 1000 people want what you want... enter the rat race? You know people can also work together to get what they want. Maybe 1000 want a swimming pool and a public swimming pool is made. Or 1000 people want to be a part of decision making and a form of direct democracy is made. It does not have to be you against everybody else  to meet your goals. Think also of others not only yourself.",
"Tom Bradford","August 04, 2017",,"All sound effects, cliched hollywood editing and empty words.",
"Shardul Sant","August 04, 2017",,"I don't know why Morgan Freeman is saying this. He's already successful.",
shiraq07,"August 04, 2017",,"this is bullshit. suck the good years out of yourself so u can become whatever bullshit u wanna be, then achieve it, want more, turn 40, look 60, die at 65 realizing u never lived in the present, u just lived in that future where achievement was met. I say no! dont do it, dont become robots programmed to fullfill their goal. just enjoy today.",
"Renee S.","August 04, 2017",,"The GREATEST YouTube video I've ever seen! Fantastic! Many thanks!!! ✌❤️😊",
AntimatePcCustom,"August 04, 2017",,"when i was a kid. i was systematically bullied. teacher told me i would never become anything.  psychologist though something was wrong with me. told me i should never think i could become anything. my dad was drinking heavy. teacher gave up on me. even though i was a struggle to teach anything. was good with math. good with physics studied hard. but struggled with social life my young years. i spend the loneliness time to studie, build, innovate. educate my self. plotting my future. just stopped at my work as a cnc machinist. i have had enough. im changing my life. working out hard. and on the brink of starting my own company. i have seen the future in the 3D printers. and im not going to stop until im the best in the field. people told me to give up early on. now i have several educations and self tought in many aspects. i am ready for turn my course to build a heaven on earth.",
PhillyGirl1,"August 04, 2017",,"Idk...all of this sounds nice, and true go forth to the best of your abilities to do something. However, homeless shelters, hospitals, and the streets are filled with those who went for it , and put forth efforts to do something  who didn't end up in quite the situation they aimed for.   What self-help advice will work then?",
"megamind junior","August 04, 2017",,"Commitment hard easy doesn't matter",
"callison caffrey","August 04, 2017",,"Great. Over 10 minutes of fortune cookie advice everybody can agree with but is useful to no one. Also I think the music is a tad too loud.",
skunktheshrink,"August 04, 2017",,"The Irony is that the guy giving the interview talks about how he used to do things for other people's approval yet what he is doing now is the same. Trying to be the centre of attention, trying to get approval and validation from others for his motivational life changing life story.  Your only competition is you. Stay positive and do a little more than yesterday.   Again to discredit this and other ""motivational"" snake oil videos/books/media: Think of it this way, they are selling this same crap to millions of people like you. You think you are the only 1 in a million who will be motivated by this video and work harder than your ""competitors""? It's like those song lyrics that so apply to you, or that character on TV who it appears is speaking your mind out. It's not individualist, it's tried and tested content meant to be mass produced and mass marketed - ""only for you"" yeah right!!!  Most of us are conditioned into becoming approval seekers. Because uniqueness isn't cost effective to produce.   Videos such as these that are meant to pit you against the rest of the world are only meant to dangle a carrot in front of you. The hope point is that you never get to have that carrot, cause else you won't have the need to consume more motivational content. They make you feel there is something lacking in your life, that feeling turns into a disease and more often than not you end up being addicted to this ""motivational"" drug. (But don't believe this, do you own research - like reading actual research papers not some stupid random content on the web)   Don't let life be a carrot that's perpetually dangling out of your reach. Appreciate and enjoy who you are where you are, and keep moving forward. You don't have to travel very far to be happy. Every step should bring you joy. Even pain should bring you joy; you feel pain because you can feel, you are alive! Live.",
"Peter O'brien","August 04, 2017",,"Just do nice things for people for no other reason than to be nice",
"The Master Of Statistics","August 04, 2017",,"How come below every serious video like this one, stupid people always make irritating, useless comments?",
"Jeremy Deleine","August 04, 2017",,"poeple are overusing morgan freeman, he could brainwash u and i would love it",
"alp kulaksizoglu","August 04, 2017",,"Selflessness and doing what is best for the world is more valuable for the future generations than pursuing your impulses. If you are to make a sacrifice, dedicate your life to a greater cause instead of chasing self fullfilment.",
"Kiss My Ass","August 04, 2017",,"My only dream at this point in life is to prove that ALIENS are real . So y'all watch for me.",
"Record That","August 04, 2017",,"fake ass Morgan Freeman",
"Roland Der Unverbesserliche","August 04, 2017",,"This ""video"" puts way too much pressure! Forget about dying. You will wake up in another body (hopefully on a higher level). Forget about ""what other people need you to remember for"". This is not important. All your problems, AND all your answers are deep inside of you! There, you must search! Don't look for illusions of Acceptance or Approval in the outside world. If it comes, if you ever allow it, then only indirectly, because you are shining the right way, from inside!",
"Christopher Bonilla","August 04, 2017",,"it's crazy how when the video ends and silence enters my room again... i go back to doing nothing, lol",
"Rondo Cat","August 04, 2017",,"This is bad advice... ONLY 1 can be the best and this will make 99,999999% feel bad because they WILL fail at being the best. Success is NOT measured by being the best in the world at something.",
"Roland Der Unverbesserliche","August 04, 2017",,"Our true meaning is to become our own Creators. And the ""Education systems"", the ""social systems"", the ""societies""...., they do not help with that!",
Djtust,"August 04, 2017",,"fuck off, I'm eating a donut :)",
"paulo guimarães","August 04, 2017",,"No patience for that ""epic shitty"" music. Do you want the Key? Catch some sun , smile and make good to others.",
"Julia Nordbö","August 04, 2017",,Davos!!,
"Deivis Wst","August 04, 2017",,"While feminism muslims and sjws transgender black supremacists exist there is no future",
"Last First","August 04, 2017",,"This seems like a fucking advertisement.",
"Patricia Gallagher","August 04, 2017",,"too much work and no play makes Jack a dull boy.",
"Judith Sellner","August 04, 2017",,"Good to motivate athletes.",
Muggz334,"August 04, 2017",,"Is it just me or was one of those dudes in the video the same guy from game of thrones that hated the red woman",
"Ted Telet","August 04, 2017",,"if I stay it is good for em, if I leave it is good for me---hardest decision every encountered.",
"Montassir Hamdaoui","August 04, 2017",,"I LOVE WATCHING MOTIVATIONAL VIDEOS WHILE I'M SO FUCKING HIGH",
reekashade,"August 04, 2017",,"Look inside of yourself...there you will find ALL the answers.",
"rioxer zane","August 04, 2017",,"Yea yea yea, some simple good stuff, but fundamentally propaganda for the stupid american capitalist competitive pseudo-individualism, why not join your disgusting  oligarcical collective and then you wont have much of these problems hey!? :p",
